銘柄コード,銘柄名称,商品分類,市場区分,業種,売買単位,東証上場日,東証上場廃止日
59740,中国工業,株式,スタンダード,金属製品,100,1961-11-04,
59750,東プレ,株式,プライム,金属製品,100,1962-08-15,
59760,高周波熱錬,株式,プライム,金属製品,100,1964-04-13,
59810,東京製綱,株式,プライム,金属製品,100,1949-05-16,
59820,マルゼン,株式,スタンダード,金属製品,100,1999-02-22,
59830,イワブチ,株式,スタンダード,金属製品,100,2013-07-16,
59840,兼房,株式,スタンダード,金属製品,100,2006-03-09,
59850,サンコール,株式,スタンダード,金属製品,100,2013-07-16,
59860,モリテック　スチール,株式,スタンダード,金属製品,100,2013-07-16,
59870,オーネックス,株式,スタンダード,金属製品,100,2013-07-16,
59880,パイオラックス,株式,プライム,金属製品,100,1998-04-20,
59890,エイチワン,株式,プライム,金属製品,100,2013-07-16,
59900,スーパーツール,株式,スタンダード,金属製品,100,2013-07-16,
59910,日本発條,株式,プライム,金属製品,100,1954-03-03,
59920,中央発條,株式,スタンダード,金属製品,100,1985-01-09,
59940,ファインシンター,株式,スタンダード,金属製品,100,1962-06-01,
59970,協立エアテック,株式,スタンダード,金属製品,100,2013-07-16,
59980,アドバネクス,株式,スタンダード,金属製品,100,1964-05-11,
60050,三浦工業,株式,プライム,機械,100,1984-12-18,
60130,タクマ,株式,プライム,機械,100,1949-05-16,
60160,ジャパンエンジンコーポレーション,株式,スタンダード,輸送用機器,100,2013-07-16,
60180,阪神内燃機工業,株式,スタンダード,輸送用機器,100,2013-07-16,
60220,赤阪鐵工所,株式,スタンダード,機械,100,1961-10-02,
60230,ダイハツインフィニアース,株式,スタンダード,輸送用機器,100,2013-07-16,
60260,ＧＭＯ　ＴＥＣＨ,株式,上場廃止,サービス業,100,2014-12-11,2025-09-29
60270,弁護士ドットコム,株式,プライム,サービス業,100,2014-12-11,
60280,テクノプロ・ホールディングス,株式,上場廃止,サービス業,100,2014-12-15,2025-12-09
60290,アトラグループ,株式,スタンダード,サービス業,100,2014-12-16,
60300,アドベンチャー,株式,グロース,サービス業,100,2014-12-18,
60310,ＺＥＴＡ,株式,グロース,サービス業,100,2014-12-19,
60330,エクストリーム,株式,グロース,サービス業,100,2014-12-25,
60340,ＭＲＴ,株式,グロース,サービス業,100,2014-12-26,
60350,アイ・アールジャパンホールディングス,株式,スタンダード,サービス業,100,2015-02-02,
60360,ＫｅｅＰｅｒ技研,株式,プライム,サービス業,100,2015-02-12,
60370,楽待,株式,スタンダード,サービス業,100,2015-02-18,
60380,イード,株式,グロース,サービス業,100,2015-03-24,
60390,日本動物高度医療センター,株式,グロース,サービス業,100,2015-03-26,
60400,日本スキー場開発,株式,グロース,サービス業,100,2015-04-22,
60420,ニッキ,株式,スタンダード,輸送用機器,100,1961-10-02,
60440,三機サービス,株式,スタンダード,サービス業,100,2015-04-24,
60450,レントラックス,株式,グロース,サービス業,100,2015-04-24,
60460,リンクバル,株式,スタンダード,サービス業,100,2015-04-28,
60470,Ｇｕｎｏｓｙ,株式,スタンダード,サービス業,100,2015-04-28,
60480,デザインワン・ジャパン,株式,上場廃止,サービス業,100,2015-04-30,2025-09-29
60490,イトクロ,株式,グロース,サービス業,100,2015-07-30,
60500,イー・ガーディアン,株式,プライム,サービス業,100,2010-12-01,
60540,リブセンス,株式,スタンダード,サービス業,100,2011-12-07,
60550,ジャパンマテリアル,株式,プライム,サービス業,100,2011-12-19,
60580,ベクトル,株式,プライム,サービス業,100,2012-03-27,
60590,ウチヤマホールディングス,株式,スタンダード,サービス業,100,2013-07-16,
60600,こころネット,株式,上場廃止,サービス業,100,2013-07-16,2026-01-29
60610,ユニバーサル園芸社,株式,スタンダード,サービス業,100,2013-07-16,
60620,チャーム・ケア・コーポレーション,株式,プライム,サービス業,100,2013-07-16,
60630,日本エマージェンシーアシスタンス,株式,スタンダード,サービス業,100,2013-07-16,
60690,トレンダーズ,株式,グロース,サービス業,100,2012-10-19,
60700,キャリアリンク,株式,プライム,サービス業,100,2012-11-15,
60710,ＩＢＪ,株式,プライム,サービス業,100,2013-07-16,
60720,地盤ネットホールディングス,株式,スタンダード,サービス業,100,2012-12-21,
60730,アサンテ,株式,プライム,サービス業,100,2013-03-19,
60740,ジェイエスエス,株式,スタンダード,サービス業,100,2013-07-16,
60780,バリューＨＲ,株式,プライム,サービス業,100,2013-10-04,
60800,Ｍ＆Ａキャピタルパートナーズ,株式,プライム,サービス業,100,2013-11-20,
60810,アライドアーキテクツ,株式,グロース,サービス業,100,2013-11-29,
60820,ライドオンエクスプレスホールディングス,株式,スタンダード,サービス業,100,2013-12-03,
60830,ＥＲＩホールディングス,株式,スタンダード,サービス業,100,2013-12-02,
60850,アーキテクツ・スタジオ・ジャパン,株式,グロース,サービス業,100,2013-12-18,
60860,シンメンテホールディングス,株式,グロース,サービス業,100,2013-12-19,
60870,アビスト,株式,スタンダード,サービス業,100,2013-12-18,
60880,シグマクシス・ホールディングス,株式,プライム,サービス業,100,2013-12-18,
60890,ウィルグループ,株式,プライム,サービス業,100,2013-12-19,
60900,ヒューマン・メタボローム・テクノロジーズ,株式,スタンダード,サービス業,100,2013-12-24,
60910,ウエスコホールディングス,株式,スタンダード,サービス業,100,2014-02-03,
60920,エンバイオ・ホールディングス,株式,スタンダード,サービス業,100,2014-03-12,
60930,ミトラグループ,株式,スタンダード,サービス業,100,2014-03-28,
60940,フリークアウト・ホールディングス,株式,グロース,サービス業,100,2014-06-24,
60950,メドピア,株式,上場廃止,サービス業,100,2014-06-27,2025-10-17
60960,レアジョブ,株式,上場廃止,サービス業,100,2014-06-27,2026-07-29
60980,リクルートホールディングス,株式,プライム,サービス業,100,2014-10-16,
60990,エラン,株式,プライム,サービス業,100,2014-11-07,
61010,ツガミ,株式,プライム,機械,100,1959-07-01,
61030,オークマ,株式,プライム,機械,100,1949-05-16,
61040,芝浦機械,株式,プライム,機械,100,1949-08-01,
61130,アマダ,株式,プライム,機械,100,1961-10-02,
61180,アイダエンジニアリング,株式,プライム,機械,100,1962-06-12,
61250,岡本工作機械製作所,株式,スタンダード,機械,100,1963-10-03,
61340,ＦＵＪＩ,株式,プライム,機械,100,2013-06-20,
61350,牧野フライス製作所,株式,プライム,機械,100,1964-07-22,
61360,オーエスジー,株式,プライム,機械,100,1970-12-01,
61370,小池酸素工業,株式,スタンダード,機械,100,1969-10-01,
61380,ダイジェット工業,株式,スタンダード,機械,100,1985-12-24,
61400,旭ダイヤモンド工業,株式,プライム,機械,100,1972-10-09,
61410,ＤＭＧ森精機,株式,プライム,機械,100,1981-11-20,
61430,ソディック,株式,プライム,機械,100,1986-02-19,
61440,西部電機,株式,スタンダード,機械,100,2006-12-25,
61450,ＮＩＴＴＯＫＵ,株式,スタンダード,機械,100,2013-07-16,
61460,ディスコ,株式,プライム,機械,100,1999-12-07,
61470,ヤマザキ,株式,スタンダード,機械,100,2013-07-16,
61490,小田原エンジニアリング,株式,スタンダード,機械,100,2013-07-16,
61500,タケダ機械,株式,スタンダード,機械,100,2013-07-16,
61510,日東工器,株式,プライム,機械,100,1998-04-27,
61550,高松機械工業,株式,スタンダード,機械,100,2006-04-21,
61560,エーワン精密,株式,スタンダード,機械,100,2013-07-16,
61570,日進工具,株式,スタンダード,機械,100,2013-07-16,
61580,和井田製作所,株式,スタンダード,機械,100,2013-07-16,
61590,ミクロン精密,株式,スタンダード,機械,100,2013-07-16,
61610,エスティック,株式,スタンダード,機械,100,2006-01-30,
61650,パンチ工業,株式,スタンダード,機械,100,2012-12-20,
61660,中村超硬,株式,グロース,機械,100,2015-06-24,
61670,冨士ダイス,株式,プライム,機械,100,2015-06-25,
61680,ＯＮＥ　ＧＲＯＵＰ,株式,TOKYO PRO Market,機械,100,2021-06-30,
61710,土木管理総合試験所,株式,スタンダード,サービス業,100,2015-08-26,
61730,アクアライン,株式,上場廃止,サービス業,100,2015-08-31,2026-06-01
61740,デンタス,株式,TOKYO PRO Market,サービス業,100,2015-09-11,
61760,ブランジスタ,株式,スタンダード,サービス業,100,2015-09-17,
61770,ＡｐｐＢａｎｋ,株式,グロース,サービス業,100,2015-10-15,
61780,日本郵政,株式,プライム,サービス業,100,2015-11-04,
61800,ＧＭＯメディア,株式,グロース,サービス業,100,2015-10-23,
61810,タメニー,株式,グロース,サービス業,100,2015-10-27,
61820,メタリアル,株式,グロース,サービス業,100,2015-11-19,
61830,ベルシステム２４ホールディングス,株式,プライム,サービス業,100,2015-11-20,
61840,鎌倉新書,株式,プライム,サービス業,100,2015-12-04,
61850,ＳＭＮ,株式,スタンダード,サービス業,100,2015-12-22,
61860,一蔵,株式,スタンダード,サービス業,100,2015-12-25,
61890,グローバルキッズＣＯＭＰＡＮＹ,株式,スタンダード,サービス業,100,2016-03-18,
61900,フェニックスバイオ,株式,グロース,サービス業,100,2016-03-18,
61910,エアトリ,株式,プライム,サービス業,100,2016-03-31,
61930,バーチャレクス・ホールディングス,株式,グロース,サービス業,100,2016-06-23,
61940,アトラエ,株式,プライム,サービス業,100,2016-06-15,
61950,ホープ,株式,グロース,サービス業,100,2016-06-15,
61960,ストライクグループ,株式,プライム,サービス業,100,2016-06-21,
61970,ソラスト,株式,上場廃止,サービス業,100,2016-06-29,2026-08-06
61980,キャリア,株式,グロース,サービス業,100,2016-06-27,
61990,セラク,株式,スタンダード,情報・通信業,100,2016-07-01,
62000,インソース,株式,プライム,サービス業,100,2016-07-21,
62010,豊田自動織機,株式,上場廃止,輸送用機器,100,1949-05-16,2026-06-01
62030,豊和工業,株式,スタンダード,機械,100,1949-05-16,
62080,石川製作所,株式,スタンダード,機械,100,1961-09-01,
62090,リケンＮＰＲ,株式,プライム,機械,100,2023-10-02,
62100,ＴＯＹＯイノベックス,株式,上場廃止,機械,100,2004-10-19,2026-03-30
62170,津田駒工業,株式,スタンダード,機械,100,1961-10-02,
62180,エンシュウ,株式,スタンダード,機械,100,1961-10-02,
62220,島精機製作所,株式,プライム,機械,100,1996-01-25,
62230,西部技研,株式,スタンダード,機械,100,2023-10-03,
62240,ＪＲＣ,株式,グロース,機械,100,2023-08-09,
62260,守谷輸送機工業,株式,スタンダード,機械,100,2022-03-17,
62270,ＡＩメカテック,株式,スタンダード,機械,100,2021-07-30,
62280,ジェイ・イー・ティ,株式,スタンダード,機械,100,2023-09-25,
62290,オーケーエム,株式,スタンダード,機械,100,2020-12-17,
62300,ＳＡＮＥＩ,株式,スタンダード,機械,100,2020-12-25,
62310,木村工機,株式,スタンダード,機械,100,2020-03-13,
62320,ＡＣＳＬ,株式,グロース,機械,100,2018-12-21,
62330,ＫＬＡＳＳ,株式,スタンダード,機械,100,2018-09-27,
62350,オプトラン,株式,プライム,機械,100,2017-12-20,
62370,イワキポンプ,株式,プライム,機械,100,2016-03-18,
62380,フリュー,株式,プライム,機械,100,2015-12-18,
62390,ナガオカ,株式,スタンダード,機械,100,2015-06-29,
62400,ヤマシンフィルタ,株式,プライム,機械,100,2014-10-08,
62450,ヒラノテクシード,株式,スタンダード,機械,100,2013-07-16,
62460,テクノスマート,株式,スタンダード,機械,100,2013-07-16,
62470,日阪製作所,株式,プライム,機械,100,1985-12-12,
62480,横田製作所,株式,スタンダード,機械,100,2013-07-16,
62490,ゲームカードホールディングス,株式,スタンダード,機械,100,2013-07-16,
62500,やまびこ,株式,プライム,機械,100,2008-12-01,
62540,野村マイクロ・サイエンス,株式,プライム,機械,100,2013-07-16,
62550,エヌ・ピー・シー,株式,グロース,機械,100,2007-06-29,
62570,藤商事,株式,スタンダード,機械,100,2013-07-16,
62580,平田機工,株式,プライム,機械,100,2013-07-16,
62620,ＰＥＧＡＳＵＳ,株式,スタンダード,機械,100,2006-02-23,
62640,マルマエ,株式,プライム,機械,100,2006-12-26,
62650,コンバム,株式,スタンダード,機械,100,2013-07-16,
62660,タツモ,株式,プライム,機械,100,2013-07-16,
62670,ゼネラルパッカー,株式,スタンダード,機械,100,2013-07-16,
62680,ナブテスコ,株式,プライム,機械,100,2003-09-29,
62690,三井海洋開発,株式,プライム,機械,100,2003-07-02,
62720,レオン自動機,株式,プライム,機械,100,1987-02-20,
62730,ＳＭＣ,株式,プライム,機械,100,1987-12-23,
62760,シリウスビジョン,株式,スタンダード,電気機器,100,2013-07-16,
62770,ホソカワミクロン,株式,プライム,機械,100,1991-08-01,
62780,ユニオンツール,株式,プライム,機械,100,1996-09-25,
62790,瑞光,株式,プライム,機械,100,2013-07-16,
62820,オイレス工業,株式,プライム,機械,100,1994-03-04,
62840,日精エー・エス・ビー機械,株式,プライム,機械,100,2012-09-26,
62860,靜甲,株式,スタンダード,機械,100,2013-07-16,
62870,サトー,株式,プライム,機械,100,1994-08-09,
